,label,text,precautions
2820,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
2821,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
2822,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
2823,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
2824,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
2825,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
2826,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
2827,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
2828,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
2829,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
2831,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
2832,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
2834,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
2835,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
2836,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
2837,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
2838,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
2839,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
2840,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
2841,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
2842,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
2843,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
2844,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
2845,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
2846,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
2847,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
2848,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
2849,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
2850,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
2851,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
2852,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
2853,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
2854,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
2855,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
2856,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
2857,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
2859,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
2860,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
2861,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
2862,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
2863,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
2864,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
2865,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
2866,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
2867,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
2868,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
2869,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
2870,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
2872,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
2873,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
2875,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
2876,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
2877,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
2878,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
2879,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
